place_name,latitude,longitude
Ecil Gate,17.46724739,78.57389152
Delhi Tubes Nacharam,17.43809938,78.55823099
Nacharam X Road,17.43346652,78.55520992
Hmt Nagar,17.42402879,78.54717135
Habsiguda,17.421528,78.538962
Tarnaka,17.42570614,78.53222742
Mettuguda,17.43620172,78.52066007
Alugadda Bhavi,17.43531413,78.51438403
Chilkalguda,17.43306215,78.50638295
Secunderabad,17.434259,78.501577
Patny,17.44296008,78.49667341
Plaza,17.44320462,78.49011942
Paradise,17.44314095,78.48621763
Wesley College,17.44334722,78.48193144
Police Lines,17.44365106,78.47499311
Prakash Nagar Begumpet,17.44399184,78.47139359
Shoppers Stop Begumpet,17.44483962,78.46490432
Shyamlal Begumpet,17.44420962,78.46172825
Hps Begumpet,17.44255487,78.45927805
Rj College,17.4349994,78.45557926
Punjagutta,17.42645225,78.45141113
Nims Hospital,17.42145924,78.44896227
Gvk Mall,17.41794804,78.4490186
Banjarahills Road No 7,17.41633183,78.44893545
Care Hospital-Banjara Hills,17.41363281,78.45061183
Pension Office,17.40788489,78.45115899
Masab Tank,17.40416358,78.4522453
Nmdc,17.39877841,78.44944775
Sarojini Devi Hospital,17.39854304,78.44446689
Mehdipatnam,17.39446381,78.4394866
Tippu Khan Bridge,17.37339446,78.40440271
Ramdev Guda,17.37523733,78.39603963
Age Bar,17.37656394,78.38581838
Ibrahim Bagh,17.37671497,78.38191777
Taramathi,17.37678856,78.3789137
Neknapur,17.37894518,78.36991489
Hanuman Temple,17.381,78.367
Narsinghi,17.38423134,78.361421
Kokapet X Rd,17.387619,78.341096
Grape Garden,17.38682269,78.33802879
Gandipet X Road,17.385,78.331
Cbit,17.39353559,78.32022429
Mile Stone,17.3962497,78.31107795
Khanapur,17.397,78.302
Miyakhan Gadda,17.40493392,78.28495592
Janwada X Road,17.41273737,78.26676518
Kollur X Road,17.41777399,78.24990481
Dontapally,17.41855584,78.22431786
Indian Business School ( Ibs ),17.41892564,78.21693778
Proddutur X Roads,17.422,78.21
Mokila Bus Stop,17.43199217,78.18975594
Bulkapur,17.44480251,78.15878749
Bhanur X Road,17.453,78.144
Shankarpally Bus Station,17.45583,78.13135
Bhanur X Road,17.45333479,78.14411983
Bulkapur,17.44489463,78.15888673
Mokila,17.43346648,78.1868729
Proddutur X Roads,17.42231401,78.21024298
Indian Business School ( Ibs ),17.41875994,78.2177458
Dontapally,17.41867995,78.22393298
Kollur X Road,17.41774328,78.25076044
Janwada X Road,17.41281415,78.26687515
Miyakhan Gadda,17.405,78.286
Khanapur,17.39729652,78.30198258
Mile Stone,17.39627529,78.3115983
Cbit,17.39367488,78.3202672
Gandipet X Road,17.386,78.331
Grape Garden,17.387,78.338
Kokapet X Rd,17.388022,78.341466
Narsingi X Roads,17.38546351,78.35548058
Hanuman Temple,17.38024427,78.36837798
Neknapur,17.379,78.37
Taramathi,17.37689863,78.37893382
Ibrahim Bagh,17.37684488,78.38185612
Age Bar,17.37666314,78.38585861
Ramdev Guda,17.37512219,78.39702129
Tippu Khan Bridge,17.37335842,78.40511352
Narsingi X Roads,17.38531377,78.35566498
Narsinghi,17.38565288,78.35448951
Hayathnagar Bus Depot,17.32652505,78.59324098
Hayathnagar Bus Depot,17.33011503,78.59437287
Rtc Colony-Hyt,17.328654,78.598786
Hayathnagar,17.32731994,78.60489331
Hayathnagar,17.32707761,78.60373244
Rtc Colony Upl,17.328056,78.599494
Hayathnagar Bus Depot,17.32999218,78.59393298
Bhagyalatha (Arunodaya),17.33231694,78.58912647
Shanthi Nagar-Vanastalipuram,17.32820613,78.5875386
Sharada Nagar-Hayathnagar,17.32819462,78.58507633
Subhadra Nagar,17.32882958,78.5834187
Kamala Nagar-Vanasthalipuram,17.32982564,78.579036
Raithu Bazar-Vsp,17.3304987,78.57515749
Vanasthalipuram Complex,17.3307192,78.57296616
Ganesh Temple-Vanastalipuram,17.33124156,78.56918693
Panama Godowns,17.3379997,78.56924325
Chintalkunta Bus Stop,17.340501,78.563096
Chintalkunta Checkpost,17.34262771,78.55642761
Lb Nagar,17.34709759,78.55122149
Kamineni Hospetal-Lb Nagar,17.35336563,78.55557384
Rajeev Gandhi Nagar/Sai Nagar Bus Stop,17.35991872,78.55758771
Alkapuri X Rds,17.365287,78.556949
Snehapuri - Lb Nagar,17.36910641,78.55721623
Nagole X Rds,17.37678108,78.55775333
Nagole Metro Station,17.39052649,78.5587478
Uppal X Roads,17.40203986,78.55957624
Survey Of India,17.405683,78.555518
Ngri,17.41540517,78.54538174
Railway Degree Collge,17.42862991,78.52731228
Mettuguda,17.434189,78.520796
Jbs,17.44761222,78.49757971
Ngri,17.41546626,78.54574552
Survey Of India,17.40601599,78.55561039
Uppal X Road,17.39993534,78.56028199
Nagole Metro Station,17.3905572,78.55892481
Nagole X Road,17.37622157,78.55804369
Snehapuri Colony,17.36883637,78.55739058
Alkapuri X Road,17.36402244,78.5573128
Rajeev Gandhi Nagar,17.35965921,78.55781436
Kamineni Hospital,17.3524401,78.55567592
Lb Nagar,17.34654207,78.55145888
Chintalkunta Check Post,17.342,78.558
Chintalkunta Bus Stop,17.34088382,78.56209785
Panama Godowns,17.33840295,78.56863976
Ganesh Temple-Vanasthalipuram,17.3318023,78.56924862
Vanasthalipuram,17.33136062,78.57289743
Raithu Bazar-Vsp,17.33060531,78.57562422
Kamala Nagar-Vanasthalipuram,17.32989344,78.57894078
Subhadra-Kamala Nagar,17.32891292,78.58334101
Sharada Nagar-Hayathnagar,17.32945565,78.58563155
Shanthi Nagar-Vanastalipuram,17.32931867,78.58753592
Bhagyalatha,17.33294023,78.58927178
Chilkur Balaji Temple,17.35710523,78.29990923
Residential School-Chilkur Balaji,17.34778633,78.29998434
Himayathnagar Village,17.34259827,78.30895033
Care Hospital-Banjara Hills,17.41362673,78.45043346
Indra Gandhi Statue-Secunderabad,17.437418,78.504398
Mehdipatnam,17.39391532,78.44241231
Nfc North Gate,17.45707434,78.57894748
Ecil X Road,17.47253342,78.57006316
Mahaveer Hospital,17.40286847,78.45855107
Bjr College,17.40485709,78.46105635
Lakdikapool,17.40642603,78.46275493
Telephone Bhavan,17.40712214,78.46616059
Secretariat Lic Building,17.408117,78.471823
Tank Bund,17.422315,78.485023
Boats Club,17.42643549,78.48663658
Bible House,17.43064136,78.4922451
Bata,17.43600499,78.49370419
Patny Taj Tristar,17.44052918,78.4950453
Clock Tower Secunderabad,17.44151686,78.49839798
Sangeeth-Isckon,17.44112284,78.50336015
Clock Tower Secunderabad,17.44059575,78.49705698
Patny Taj Tristar,17.43998422,78.49533767
Bata,17.43611759,78.49385709
Bible House,17.43075902,78.49246498
Boats Club,17.42641375,78.48674121
Tank Bund,17.422205,78.48515
Secretariat Lic Building,17.40765263,78.47141471
Birla Mandir,17.40606774,78.46732736
Mahaveer Hospital,17.40274562,78.45831524
Himayathnagar X Road,17.33931347,78.31119899
Himayathnagar Village,17.34290142,78.30821635
Residential School-Chilkur Balaji,17.34765832,78.29992533
Gitam University,17.54987611,78.16419043
Rudhraram,17.56380356,78.16671643
Lakdaram,17.55670952,78.18506375
Isnapur,17.54717299,78.21250734
Muttangi,17.54271592,78.22666615
Navapan Industries,17.53226294,78.25435426
Patancheruvu,17.52954198,78.26410711
J.P Colony,17.52867585,78.26720271
Icrisat,17.51834417,78.27943873
Rc Puram,17.51380648,78.2883543
Beeramguda Kaman,17.508994,78.300791
Ashok Nagar - Bhel,17.504589,78.308468
"Jyothi Nagar, (Lalaguda)",17.50207,78.312112
Lingampally,17.49484919,78.3168903
Lingampally,17.48004207,78.31533198
Alind,17.47667525,78.32473308
Hcu Main Gate,17.468233,78.331306
Hcu Main Gate,17.46220192,78.33550219
Masjid Banda,17.45943084,78.33801672
Hcu Small Gate,17.456496,78.340242
Gachibowli Stadium,17.45075,78.3468
Iiit,17.44444151,78.35368482
Indira Nagar- Gachibowli,17.44060594,78.3609429
Gachibowli,17.43832724,78.36456522
Telecom Nagar,17.43559557,78.36775303
Bio Diversity,17.42915722,78.37504325
Khajaguda X Road,17.4223089,78.38296934
Darga,17.41217445,78.39587333
Narayanamma College,17.410228,78.398301
Shaikpet Nala,17.4072425,78.40242594
Brindhavan Colony,17.40350801,78.40927195
Toli Chowki,17.39924429,78.41551782
Nanal Nagar,17.3962,78.427
Mile Stone,17.34395847,78.29534814
Chilkur Village,17.3479297,78.28888804
Appojiguda X Road,17.3606562,78.27322388
Chandanagar-Moinabad,17.36672955,78.25891163
Chandanagar-Moinabad,17.3738575,78.26132822
Reddipalle-Moinabad,17.37310758,78.2462047
Chinna Mangalaram,17.39072102,78.2270173
Reddipalle-Moinabad,17.3731165,78.24623153
Chandanagar-Moinabad,17.36671284,78.25906724
Appojiguda,17.3717329,78.27552662
Appojiguda X Road,17.36072529,78.27320779
Chilkur Balaji Temple Rd,17.34795536,78.28887865
Chilkur Quarters Twd Azizs Nagar,17.34396387,78.29537228
Koti Women College,17.3849503,78.48847926
Koti Women College,17.38480826,78.48762096
Koti,17.38309842,78.48281984
Abids Gpo,17.38756755,78.47617328
Kukatpally,17.48385396,78.41241718
Kphb,17.494062,78.400453
Jntu,17.496261,78.39441
Nizampet X Rds,17.498276,78.390314
Hydernagar,17.499185,78.383519
Miyapur Metro Station,17.496265,78.370945
Miyapur X Road,17.49648097,78.36260928
Miyapur,17.495772,78.357949
Allwyn X Road,17.49391804,78.35006654
Madeenaguda,17.494912,78.340601
Gangaram,17.49509217,78.33270712
Chandanagar,17.494893,78.323144
Jyothi Nagar-Bhel,17.501464,78.312041
Ashok Nagar - Bhel,17.504123,78.308781
Beeramguda Kaman,17.50889,78.300277
Rc Puram,17.513617,78.287795
Icrisat,17.51855383,78.27871453
Patancheruvu,17.52902531,78.26428415
Allwyn,17.52489848,78.27172928
Lingampally,17.49520733,78.3172601
Chandanagar,17.49516128,78.32297623
Gangaram,17.49517407,78.33089948
Madeenaguda,17.49539,78.340708
Deepthi Sri Nagar,17.495068,78.345604
Allwyn X Road,17.49441142,78.35220996
Miyapur,17.4966936,78.36077124
Miyapur X Road,17.49683765,78.36358365
Miyapur Metro Station,17.496817,78.371098
Hydernagar,17.49954,78.383844
Nizampet X Rds,17.498657,78.390476
Jntu,17.49672432,78.39444637
Kphb,17.49455752,78.40080993
Kukatpally,17.48371582,78.41292411
Moosapet,17.47270709,78.42565119
Bharath Nagar,17.46712966,78.42903617
Erragadda,17.45278568,78.43578996
Esi Hospital Erragadda,17.446138,78.439221
Sr Nagar,17.440269,78.442599
Maithrivanam,17.43784249,78.44349316
Ameerpet,17.431749,78.447983
Panjaguta Metro Station,17.429261,78.450954
Nims Hospital,17.42316378,78.45452783
Irram Manzil,17.42052789,78.45618564
Somajiguda,17.41592625,78.45783232
Khairatabad,17.41283966,78.46056819
Chintal Basthi,17.4089547,78.46058429
Assembly,17.40224399,78.46856115
Abids Grammar School,17.39333183,78.47624971
Koti Bank Street,17.38542736,78.48190785
Bhagyalatha,17.33266004,78.58879924
High Court Colony-Dsnr,17.334888,78.5848
Auto Nagar-Sushma,17.336228,78.576683
Sushma-Autonagar,17.336679,78.573089
Lb Nagar,17.34698734,78.55012714
Lb Nagar Metro Station,17.35011495,78.54750923
Ntr Nagar Lb Nagar,17.35571819,78.54530412
Ashtalakshmi Temple-Kothapet,17.362788,78.543466
Kothapet X Road,17.3671302,78.54040414
Kothapet-Fruit Market,17.36825145,78.53474736
Chaithanyapuri,17.36831295,78.53134314
Dilsukhnagar Bus Depot,17.36844295,78.52318523
Moosarambhagh,17.36960309,78.51577877
Super Bazar Malakpet,17.371934,78.50992
Chermas Malakpet,17.37300259,78.50529671
Nalgonda X Roads,17.37418027,78.49971242
Chaderghat,17.37721605,78.49302024
Dilsukhnagar Bus Depot,17.36880438,78.5238387
Ashtalakshmi Temple-Kothapet,17.362645,78.543864
Laxmireddy Palem,17.32076613,78.62663348
Pedda Amberpet,17.32143199,78.63932642
Outer Ring Road,17.31759862,78.66184028
Abdullapurmet,17.310007,78.686613
Inamguda,17.306523,78.705618
Jafferguda X Road,17.30691332,78.71553094
Bata Singaram,17.30565754,78.7288367
Kothagudem,17.300759,78.73938362
Dandumailaram X Road,17.29254167,78.75393212
Toopranpet,17.29162738,78.76089245
Andol Maisamma,17.28204897,78.78305012
Malkapur,17.280343,78.796394
Kaithapur,17.2675754,78.82716716
Koyyalagudem,17.26091865,78.8439524
Dharmojigudem,17.25656416,78.87777776
Choutuppal Bs,17.25441253,78.89447987
Dharmojigudem,17.25642592,78.87770004
Koyyalagudem,17.26042675,78.84399533
Kaithapur,17.26763005,78.82662266
Malkapur,17.280127,78.7965
Andol Maisamma,17.28241272,78.78220796
Toopranpet,17.291326,78.76186
Dandumailaram X Road,17.29228685,78.75417618
Kothagudem,17.300595,78.73924943
Bata Singaram,17.30526702,78.72924004
Jafferguda X Road,17.30654249,78.71559247
Inamguda,17.306185,78.705423
Abdullapurmet,17.30977,78.686607
Outer Ring Road,17.31728679,78.66210915
Pedda Amberpet,17.3205492,78.64124112
Laxmireddy Palem,17.32055654,78.626572
Dilsukhnagar Bus Depot,17.36862007,78.52366448
Chaithanyapuri,17.36848178,78.53261233
Kothapet-Fruit Market,17.36851768,78.53502631
Kothapet X Road,17.36683421,78.54130168
Ntr Nagar Lb Nagar,17.35596665,78.54560781
Lb Nagar Metro Station,17.34971672,78.54816922
Sushma-Autonagar,17.336986,78.573452
Auto Nagar-Sushma,17.336495,78.576728
High Court Colony-Dsnr,17.335042,78.585203
Chaderghat,17.377081,78.49577
Super Bazar Malakpet,17.3724599,78.50911248
Rajendra Nagar Depot,17.3347442,78.40934336
Nppti,17.33702546,78.41178954
Dairy Farm Upperpally,17.345415,78.416081
Ws Colony,17.33255698,78.42688534
Shivarampally,17.3266663,78.42571023
Aramghar,17.32124787,78.43160307
Ag College,17.3137973,78.42476649
Gagan Pahad,17.2928909,78.41768638
Sathamrai,17.27451857,78.401179
Shamshabad,17.26446107,78.3913377
Shamshabad,17.26204565,78.38824242
Shamshabad,17.262309,78.387974
Rallaguda,17.2650002,78.37410584
Doddi,17.26397436,78.36868104
Oasis School Of Excellence,17.26214298,78.35270852
Narkhoda,17.258,78.335
Sultanpally X Roads,17.25624656,78.31944108
Vardhaman Clg,17.254,78.308
Kacharam,17.252,78.295
Rayannaguda,17.252,78.29
Malkaram,17.251,78.276
Kavelliguda,17.24743487,78.25693488
Venkatapur-Moinabad,17.24702496,78.25378612
Ramanujapur-Shamshabad,17.23346321,78.24696243
Maddur,17.217,78.226
Hayathabad,17.225,78.199
Chandanvelly,17.229,78.17
Rudraram-Shabad,17.23536434,78.15793991
Nagarguda,17.23400776,78.1362851
Allwada,17.25471351,78.13643329
Kamena,17.299,78.146
Malreddyguda,17.30405542,78.14609798
Moosarambhagh,17.37112429,78.51475415
Sripuram Colony,17.37663703,78.51466831
Ali Cafe Amberpet,17.38206551,78.51821155
Amberpet,17.39030635,78.5164547
Gol Naka,17.39053663,78.50637482
Kachiguda Kamela,17.38798349,78.50304231
Chaderghat,17.381472,78.492653
Nimboliadda,17.38422366,78.49360194
Kachiguda Railway Station,17.38950008,78.49726416
Tourist Hotel,17.39102496,78.49644777
Barkatpura,17.39568785,78.4973453
Fever Hospital,17.39548949,78.50220144
Tilak Nagar,17.39419276,78.50854084
6 Number,17.39174101,78.51079389
Syndicate Bank Shivam,17.39873239,78.51256013
Prashanth Nagar-Shivam Road,17.40073132,78.51343991
Shivam Ncc Gate,17.40523327,78.51533088
Vidyanagar,17.40500372,78.51072454
Ram Nagar Gundu,17.40751896,78.51237242
Ramnagar Mee Seva,17.40917705,78.50878961
Ram Nagar,17.41086044,78.50725739
Ramnagar,17.40953312,78.50663781
Vst Bus Stop,17.404081,78.50378864
Tsrtc Bus Bhavan,17.40566591,78.49942937
Rtc X Road,17.40802785,78.4971857
Golconda X Road,17.411665,78.497731
Raja Delux,17.41565751,78.49825322
Musheerabad Police Station,17.42057889,78.50048751
Gandhi Hospital,17.42408477,78.50175888
Bhoiguda Bus Stop,17.42794791,78.50203179
Chilkalguda,17.43299312,78.50597799
Secunderabad,17.43457052,78.50487894
Chilkalguda,17.43249406,78.50602627
Bhoiguda Bus Stop,17.42807138,78.50220077
Gandhi Hospital,17.42416715,78.5019711
Musheerabad,17.41875547,78.49985451
Raja Delux,17.41502029,78.49816203
Golconda X Road,17.410802,78.498045
Rtc X Road,17.40852729,78.49762291
Tsrtc Bus Bhavan,17.4061266,78.49869847
Vst Bus Stop,17.40416556,78.50440915
Ramnagar,17.40954718,78.50658282
Ram Nagar,17.41097146,78.50723863
Ramnagar Mee Seva,17.40956444,78.50844294
Ram Nagar Gundu,17.40758545,78.51237774
Vidyanagar,17.40492553,78.51226526
Shivam Ncc Gate,17.40374252,78.51485073
Prashanth Nagar-Shivam Road,17.4010052,78.51366513
Syndicate Bank Shivam,17.39715985,78.5121289
6 Number,17.39136667,78.51098768
Gol Naka,17.39058026,78.50635081
Ali Cafe Amberpet,17.38225614,78.51830408
Sripuram Colony,17.37619223,78.51477562
Moosarambhagh,17.37072153,78.51500094
Kothapet X Road,17.36835646,78.53832006
Kothapet X Road,17.368062,78.53807866
Amberpet,17.392241,78.516642
Mile Stone,17.371068,78.525539
New Bridge,17.439378,78.525373
Huda X Rd Saroornagar,17.36689464,78.53986502
Huda Colony,17.36238428,78.53953377
Victoria Memorial School,17.36187908,78.53945199
Muncipal Ofc Saroornagar,17.359,78.537
Saroornagar Mndl Office,17.35727266,78.53620245
Saroor Nagar,17.35255973,78.53546234
Saroornagar Mndl Office,17.35730492,78.53618906
Muncipal Ofc Saroornagar,17.359,78.537
Victoria Memorial School,17.36193599,78.53933928
Huda Colony,17.36238914,78.53943318
Huda X Rd Saroornagar,17.36743507,78.53973629
Telangana High Court,17.370175,78.474051
Afzalgunj,17.373,78.477
Cbs,17.37785305,78.48192816
Punjagutta,17.42710471,78.45211655
Habib Nagar,17.47748242,78.42059523
Govt Degree College Kukatpally,17.48175519,78.41551512
Ramdev Rao Hospital,17.48989403,78.40799689
Vasanth Nagar Bus Stop,17.498712,78.386862
Deepthi Sri Nagar,17.494731,78.345525
Allwyn,17.52476163,78.27171921
Patancheruvu,17.52954198,78.26410711
Vivekananda Nagar Clny,17.486536,78.410808
Punjagutta,17.42642206,78.45273748
Nampally Public Garden,17.39621607,78.47127423
Gandhibavan,17.38777749,78.47198363
Osmangunj,17.38055945,78.47526232
Afzalgunj,17.3738,78.478
Cbs,17.37822549,78.48167891
Cbcid Colony-Hydernagar,17.49892682,78.38025212
Vasanth Nagar Bus Stop,17.49923794,78.3858737
Remedy Hospital-Kuktplly,17.494976,78.398581
Habib Nagar,17.47799857,78.42047118
Nizam College,17.39745069,78.47545355
Nalgonda X Roads,17.375289,78.498622
Old Malakpet,17.37334812,78.50423722
Moosarambhagh,17.36951484,78.51676137
Ngos Colony Bus Stop,17.32491205,78.56649399
Govt Hospital-Bn Reddy Nagar,17.32936219,78.5658516
Red Tank,17.32915998,78.56900453
Banjara Hills Kaman,17.40828836,78.43872959
Vengal Rao Building Road No-12,17.412,78.432
Mla Colony,17.414103,78.424086
Apollo Hospital-Jublie Hills,17.41858264,78.41278199
Journalist Colony,17.42135706,78.41065226
Road No 45,17.42470424,78.40919137
Peddamma Temple,17.42757118,78.40541204
Ambedkar Open University,17.43422488,78.39637115
Cable Bridge,17.4357491,78.39440346
Madhapur Police Station,17.43945701,78.39601547
Madhapur Petrol Pump,17.44115764,78.38953257
Image Hospital,17.44635827,78.38500501
Hitech City (Cyber Towers),17.4508,78.3817
Shilparamam,17.45383622,78.37897941
Hitex,17.45546131,78.37754577
Jayabheri,17.45813871,78.37000608
Kothaguda X Roads,17.45935664,78.36604172
Kondapur,17.46516466,78.36369753
Kondapur,17.46391613,78.36725414
Kothaguda-Kondapur,17.45862998,78.36817682
Jayabheri,17.45826026,78.37007884
Hitex,17.45511498,78.37811173
Hitech City (Cyber Towers),17.44995084,78.38257358
Image Hospital,17.44395045,78.38722055
Madhapur Petrol Pump,17.44141997,78.38989223
Madhapur Police Station,17.43899387,78.3970374
Cable Bridge,17.4356365,78.39453757
Ambedkar Open University,17.43444908,78.39658146
Peddamma Temple,17.4278066,78.4056159
Road No 45,17.42487826,78.40943456
Journalist Colony,17.42099347,78.41128798
Apollo Hospital-Jublie Hills,17.41827568,78.41346857
Mla Colony,17.414393,78.424366
Vengal Rao Building Road No-12,17.41209505,78.43205899
Banjara Hills Kaman,17.40951706,78.43801617
Clock Tower-Secbad,17.4432944,78.49858326
Engine Bowli,17.335,78.469
Falaknuma Railway Bridge,17.32804743,78.47433597
Chandrayangutta,17.32696685,78.47596273
Aliabad,17.34758651,78.47061307
Syed Ali Chabutra,17.3478785,78.47091884
Laldarwaza,17.351185,78.472519
Lb Stadium,17.39869208,78.47431552
Basheer Bagh,17.40184214,78.47577363
Liberty,17.40733719,78.47665574
Boats Club,17.42867342,78.48874748
Liberty,17.40602039,78.4770973
Basheer Bagh,17.40159893,78.47589165
Abids Gpo,17.38730891,78.47624839
Afzalgunj,17.37330715,78.47693241
Darul Shifa,17.37326864,78.48298609
Purani Haveli,17.367562,78.481414
Mir Chowk Police Statiom,17.36393346,78.48045174
Bibi Bazar,17.35860025,78.47933026
Shahalibanda,17.35468862,78.47328719
Laldarwaza,17.351204,78.472682
Aliabad,17.34745369,78.47057285
Rethibowli,17.394408,78.43122
Gudi Malkapur X Roads,17.38727328,78.42977378
